City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
463,Daokou,CN,15.54,light rain,35.5639,114.5058,Shangri-La Hotel
464,Abu Kamal,SY,25.73,clear sky,34.4506,40.9171,محطة التلفاز
465,Baeza,ES,20.15,clear sky,37.9938,-3.471,Hotel TRH Baeza
466,High Level,CA,15.99,few clouds,58.5169,-117.136,Days Inn by Wyndham High Level
467,Dalian,CN,21.46,clear sky,38.9122,121.6022,Kempinski Hotel Dalian
468,Joaquim Gomes,BR,27.14,few clouds,-9.1373,-35.7519,Hotel Seu Cara Joaquim Gomes
469,Kumul,CN,16.87,clear sky,42.8,93.45,Laoyutang Resort
470,Noyabrsk,RU,0.58,overcast clouds,63.1994,75.4507,Hotel Uyutnaya
471,Vao,NC,20.28,scattered clouds,-22.6667,167.4833,Hotel Kou-Bugny
472,Marystown,CA,16.59,overcast clouds,47.1666,-55.1483,Marystown Hotel & Convention Centre
473,Novy Urengoy,RU,0.47,few clouds,66.0833,76.6333,Apartments Moy Dom na Gubkina
474,Alyangula,AU,27.68,scattered clouds,-13.8483,136.4192,Groote Eylandt Lodge
475,Bom Jesus,BR,32.34,overcast clouds,-9.0744,-44.3586,Hotel Brasão & Floricultura Bella Flor
476,Newport,GB,12.12,broken clouds,51.5877,-2.9984,ibis budget Newport
477,Warman,CA,26.61,broken clouds,52.3168,-106.5679,Days Inn & Suites by Wyndham Warman Legends Centre
478,Nortelândia,BR,28.01,overcast clouds,-14.4547,-56.8028,Hotel Karysmã
479,Begowāl,IN,25.99,clear sky,31.6167,75.5167,Manjitsingh
480,Sisimiut,GL,-0.78,clear sky,66.9395,-53.6735,Hotel Sisimiut
482,Wajir,KE,25.44,overcast clouds,1.7471,40.0573,Al-bustan Hotel And Restaurant.
483,Siverskiy,RU,8.33,overcast clouds,59.3544,30.0783,Vacation home on Sovetskaya
484,Tromsø,NO,7.99,clear sky,69.6496,18.957,"Radisson Blu Hotel, Tromsø"
485,Qiongshan,CN,24.58,clear sky,20.0058,110.3542,Sun City Restaurant
486,Abbeville,FR,15.27,light rain,50.1,1.8333,Hôtel Mercure Abbeville Centre - Porte de la Baie de Somme
488,Wronki,PL,14.78,overcast clouds,52.7105,16.3804,Hotel Olympic
490,Itarema,BR,26.32,clear sky,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
491,Buenos Aires,AR,15.55,broken clouds,-34.6132,-58.3772,Hotel NH Buenos Aires City
492,Bulolo,PG,26.28,overcast clouds,-7.2,146.65,Pine Lodge Bulolo
493,Cuamba,MZ,24.75,few clouds,-14.8031,36.5372,Hotel Vision
494,Ariquemes,BR,27.65,overcast clouds,-9.9133,-63.0408,Hotel Sol Nascente - Ariquemes - RO
495,Psebay,RU,7.9,overcast clouds,44.1234,40.8107,Lis'ya Nora
496,Noumea,NC,25.99,scattered clouds,-22.2763,166.4572,Hôtel Le Lagon
497,Abong Mbang,CM,19.21,light rain,3.9833,13.1833,Auberge Angle Sur
498,Havre-St-Pierre,CA,9.96,overcast clouds,50.2334,-63.5986,Auberge Niapiskau
499,Buchanan,LR,25.61,overcast clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
500,Kerman,IR,21.7,clear sky,30.2832,57.0788,هتل آپارتمان آسام
501,Kamina,CD,20.04,clear sky,-8.7386,24.9906,Guest House Florvia
502,Harrisonville,US,30.76,clear sky,38.6533,-94.3488,Americas Best Value Inn & Suites Harrisonville
503,Hofn,IS,3.54,overcast clouds,64.2539,-15.2082,Hótel Höfn
504,Surgut,RU,3.1,clear sky,61.25,73.4167,Business Hotel
505,Galle,LK,25.63,broken clouds,6.0367,80.217,Amangalla
506,Dabola,GN,21.83,light rain,10.75,-11.1167,Hotel Tinkisso
507,Upington,ZA,18.09,overcast clouds,-28.4478,21.2561,River Place Manor
508,Tezu,IN,23.43,broken clouds,27.9167,96.1667,Circuit House
509,Sabha,LY,25.13,clear sky,27.0377,14.4283,Foundation Taaj Asala for Historical Research and Archeology
510,Labuhan,ID,25.2,few clouds,-6.8844,112.2051,PT PPI Lamongan Tambak C
511,Scordia,IT,23.05,clear sky,37.2981,14.8408,Palazzo Ruisi
512,Namtsy,RU,-0.94,clear sky,62.7161,129.6658,"""Эңсиэли Киин"""
514,Río Cuarto,AR,12.87,broken clouds,-33.1307,-64.3499,Grand Hotel Río Cuarto
515,Palmer,US,18.34,overcast clouds,42.1584,-72.3287,Wedgewood Motel
516,Makkah al Mukarramah,SA,28.37,few clouds,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
517,Pringsewu,ID,23.16,overcast clouds,-5.3582,104.9744,Urban Style by Front One
518,Muros,ES,16.58,few clouds,42.7762,-9.0603,Apartment Av. Castelao
519,Estevan,CA,32.19,clear sky,49.1334,-102.9842,"Motel 6 Estevan, SK"
522,Diamantina,BR,19.49,overcast clouds,-18.2494,-43.6003,POUSADA OURO DE MINAS
523,Nouakchott,MR,25.96,clear sky,18.0858,-15.9785,HOTEL IMAN فندق إيمان
524,Tabou,CI,25.21,overcast clouds,4.423,-7.3528,hotêl doufoulougou
525,Wanning,CN,24.47,broken clouds,18.8003,110.3967,Paradise Hotel
526,Gijang,KR,22.58,overcast clouds,35.2442,129.2139,Samyang Beach Villa
527,Alizai,PK,25.44,clear sky,33.5383,70.3462,Alizai Rest House
528,Santo Antônio do Amparo,BR,22.2,few clouds,-20.9464,-44.9189,Hotel Pousada Dos Viajantes
529,Saint-Joseph,RE,21.2,scattered clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
530,Saint Anthony,US,27.86,clear sky,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
531,Perama,GR,22.03,few clouds,37.9757,23.5828,Stis Kyra - Vasilikis
532,Amahai,ID,26.58,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
533,Cabedelo,BR,24.37,clear sky,-6.9811,-34.8339,Hotel Pigalle
534,Hamilton,US,26.91,clear sky,39.1834,-84.5333,Six Acres Bed & Breakfast
535,Ürümqi,CN,11.53,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
537,Boffa,GN,23.06,light rain,10.1667,-14.0333,Hôtel Niara Belly
538,Korla,CN,19.01,scattered clouds,41.7597,86.1469,Gulisitan Hotel
539,Upata,VE,24.55,broken clouds,8.0086,-62.3989,Posada Villa Nela
540,Kaitangata,NZ,14.4,scattered clouds,-46.2817,169.8464,Kaitangata Motor Camp
541,Deer Lake,CA,9.7,overcast clouds,49.1667,-57.4316,"Holiday Inn Express Deer Lake, an IHG Hotel"
542,Daru,PG,26.95,overcast clouds,-9.0763,143.2092,Daru Lodge
543,Huilong,CN,26.1,light rain,31.8111,121.655,Hilton Garden Inn Qidong
544,Pokhara,NP,20.74,overcast clouds,28.2333,83.9833,Butterfly Lodge
545,Ambon City,ID,26.08,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
547,Kimbe,PG,29.25,overcast clouds,-5.5502,150.1429,Kimbe Bay Hotel
548,Kahului,US,29.01,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
550,Conceição do Araguaia,BR,25.2,moderate rain,-8.2578,-49.2647,Tarumã Tropical Hotel
551,Yārāda,IN,25.18,mist,17.65,83.2667,Jeevan
552,Olenegorsk,RU,6.9,broken clouds,68.15,33.3,Kosmonaftov 6K2
553,Hyde,GB,11.17,scattered clouds,53.4513,-2.0794,Village Hotel Hyde
554,Luganville,VU,26.09,overcast clouds,-15.5333,167.1667,The Espiritu Hotel
555,Nagaoka,JP,20.92,clear sky,37.45,138.85,Hotel Hokke Club Niigata Nagaoka
557,Kuching,MY,25.12,heavy intensity rain,1.55,110.3333,The Ranee Boutique Suites
558,Sørland,NO,11.53,overcast clouds,67.667,12.6934,Sjybrygga fiskecamp
560,Rantepao,ID,21.52,broken clouds,-2.9701,119.8978,Hotel Luta Resort
562,Dumas,US,28.08,clear sky,35.8656,-101.9732,"Holiday Inn Express & Suites Dumas, an IHG Hotel"
563,Plettenberg Bay,ZA,12.92,overcast clouds,-34.0527,23.3716,Thanda Vista B&B
564,São Félix do Xingu,BR,22.55,heavy intensity rain,-6.6447,-51.995,Rio Xingu Camping
565,Kruisfontein,ZA,11.6,overcast clouds,-34.0033,24.7314,Oyster Bay House Rental
566,Batemans Bay,AU,17.83,light rain,-35.7167,150.1833,Batemans Bay Marina Resort
567,Dingtao,CN,15.77,clear sky,35.0683,115.5625,VX Heze Dingtao District Taoyi Road Hotel
568,Beirut,LB,21.59,clear sky,33.8889,35.4944,"Crowne Plaza Beirut, an IHG Hotel"
569,Coahuayana Viejo,MX,29.23,broken clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
570,Moindou,NC,25.97,scattered clouds,-21.6924,165.677,Gite de la RYAWA
571,Assiut,EG,24.57,clear sky,27.181,31.1837,Florence Hotel Assiut
572,Boulder,US,23.66,clear sky,40.0833,-105.3505,Deck House Boulder
573,Tayu,ID,24.82,scattered clouds,-6.5397,111.0518,Toko pakaian bu is Tayu
574,Shahrud,IR,16.24,clear sky,36.4182,54.9763,Royal Hotel
575,Banda Aceh,ID,25.19,light rain,5.5577,95.3222,Sulthan Hotel International
576,Khao Yoi,TH,25.51,overcast clouds,13.2403,99.8243,เปิ้ล ทำเบาะ
577,Danjiangkou,CN,17.58,light rain,32.5428,111.5086,Dongsheng Guesthouse
578,Ballina,AU,20.43,overcast clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
579,Samarai,PG,26.14,moderate rain,-10.6167,150.6667,Nuli Sapi
580,Rio Grande,BR,16.64,overcast clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
582,Gainesville,US,27.75,clear sky,29.6516,-82.3248,"Holiday Inn Gainesville-University Ctr, an IHG Hotel"
583,Necochea,AR,10.58,clear sky,-38.5473,-58.7368,dyd -mar Hotel
584,Malé,MV,27.41,overcast clouds,4.1748,73.5089,Hotel Octave Maldives
585,Chernyshevskiy,RU,-3.86,scattered clouds,63.0128,112.4714,Chernyseyskiy
587,Mocorito,MX,33.48,clear sky,25.4833,-107.9167,Casa de Don Eustaquio
588,Grand-Santi,GF,25.02,heavy intensity rain,4.25,-54.3833,Hotel La Villa Couacou
589,Wysokie Mazowieckie,PL,8.33,overcast clouds,52.9166,22.5171,POKOJE Z SERCEM
590,Ixtapa,MX,27.9,scattered clouds,20.7,-105.2,Hotel Plaza Providencia
591,Zhangye,CN,15.36,clear sky,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
592,Bac Lieu,VN,26.3,scattered clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
593,Pirogovo,RU,0.36,broken clouds,56.7796,53.1495,Гостиница Нарцисс
595,Cortez,US,19.73,scattered clouds,37.3489,-108.5859,Sand Canyon National 9 Inn
597,Tarata,BO,18.06,few clouds,-17.6167,-66.0167,Alojamiento IV Centenario
598,Porto União,BR,19.26,moderate rain,-26.2381,-51.0783,Hotel Flórida
599,Ancud,CL,10.74,overcast clouds,-41.8697,-73.8203,Hotel Arena Gruesa
600,Siparia,TT,28.86,clear sky,10.1333,-61.5,Brook Gardens
602,Nola,IT,23.64,scattered clouds,40.922,14.5329,Villa Minieri Eventi
603,Carberry,CA,26.47,scattered clouds,49.8689,-99.3602,Carberry Motor Inn
604,Antalaha,MG,20.22,light rain,-14.9003,50.2788,Hotel Vitasoa
605,Menongue,AO,19.57,broken clouds,-14.6585,17.691,Ritz Lauca
606,Half Moon Bay,US,27.06,clear sky,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
607,João Pinheiro,BR,27.15,broken clouds,-17.7425,-46.1725,Hotel Santos
608,Mollendo,PE,16.37,clear sky,-17.0231,-72.0147,Hostal La Casa de Melgar
610,Dakar,SN,28.12,clear sky,14.6937,-17.4441,Redface Studios Meublés
611,Yazman,PK,31.07,clear sky,29.1212,71.7446,Jamal sons showroom
612,Xiantao,CN,19.46,overcast clouds,30.3833,113.4,City Convenient Chain Hotel
613,Benguela,AO,21.41,few clouds,-12.5763,13.4055,Hotel Praia Morena
614,San Buenaventura,MX,33.44,few clouds,27.0833,-101.5333,Hotel Gran Plaza
615,La Ronge,CA,20.08,scattered clouds,55.1001,-105.2842,Northland Motor Hotel
616,Mutare,ZW,18.23,few clouds,-18.9707,32.6709,Ann Bruce Backpackers
617,Néa Péramos,GR,23.11,few clouds,38.0076,23.423,ENOIKIAZOMENA DOMATIA NEA PERAMOS ΑΤΤΙΚΙΣ EDEM
618,Ahipara,NZ,14.33,scattered clouds,-35.1667,173.1667,Ahipara Holiday Park
619,Esmeralda,CU,27.58,scattered clouds,21.8525,-78.1169,Centro de Pioneros Exploradores
620,Finschhafen,PG,28.29,overcast clouds,-6.6024,147.8681,Cossam Guest House
622,Alamosa,US,18.99,clear sky,37.4695,-105.87,Best Western Alamosa Inn
623,Manjacaze,MZ,19.2,clear sky,-24.7117,33.8828,Hotel Gani
624,Sterling,US,24.53,broken clouds,39.0062,-77.4286,Hampton Inn & Suites Washington-Dulles International Airport
625,Prince Rupert,CA,11.05,clear sky,54.3161,-130.3201,Crest Hotel
626,Cam Ranh,VN,25.98,few clouds,11.9214,109.1591,OYO 598 Peony Hotel
627,Kasane,BW,22.33,few clouds,-17.8167,25.15,The Old House
628,La Santisima Trinidad,BO,30.99,scattered clouds,-14.8333,-64.9,Hotel Piesta
629,Fredericton,CA,15.01,overcast clouds,45.9454,-66.6656,"Crowne Plaza Fredericton-Lord Beaverbrook, an IHG Hotel"
630,Karratha,AU,22.9,clear sky,-20.7377,116.8463,ibis Styles Karratha
631,Alekseyevka,RU,7.57,overcast clouds,50.6309,38.6903,Apartment on Ploshchad Pobedy
632,Ontario,US,26.31,broken clouds,34.0633,-117.6509,American Inn
633,Cedar City,US,20.78,few clouds,37.6775,-113.0619,Hampton Inn Cedar City
634,Honningsvåg,NO,12.74,broken clouds,70.9821,25.9704,Nordkapp Vandrerhjem
635,Grand-Lahou,CI,24.14,few clouds,5.1367,-5.0242,Hotel Beatitude de Grand Lahou
637,Samarina,RU,9.01,overcast clouds,57.8878,27.8054,Setomaa Mõtlusait
638,Roald,NO,11.85,few clouds,62.5833,6.1333,Flem Cabins
639,Porto Velho,BR,27.45,overcast clouds,-8.7619,-63.9039,Hotel Central
640,Santiago do Cacém,PT,15.02,clear sky,38.0169,-8.6948,Hotel Dom Nuno
641,Champerico,GT,29.64,clear sky,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
642,Iquique,CL,17.02,few clouds,-20.2208,-70.1431,Backpacker`s Hostel Iquique
644,Jiazi,CN,25.68,clear sky,22.8779,116.067,Hotel Jin Hao
645,Mount Isa,AU,25.87,light intensity shower rain,-20.7333,139.5,ibis Styles Mt Isa Verona
647,Buluang,PH,26.65,overcast clouds,13.3068,123.3425,Enon Beach Resort
649,Malanje,AO,20.63,scattered clouds,-9.5402,16.341,Malanje Hotel
650,Zolochiv,UA,8.26,few clouds,49.806,24.8944,Hotel Avalon
651,Port Macquarie,AU,21.05,moderate rain,-31.4333,152.9167,Rydges Port Macquarie
652,Bayir,TR,15.29,clear sky,37.2687,28.2167,Hotel Babadag
653,Goshen,US,22.08,clear sky,41.5823,-85.8344,"Holiday Inn Express & Suites Goshen, an IHG Hotel"
655,Gunjur,GM,28.04,few clouds,13.2019,-16.7339,Kuba Lodge
656,Mil'kovo,RU,11.72,overcast clouds,54.7167,158.6167,"Hotel ""Geologist"""
657,Bela,IN,25.26,few clouds,25.9333,81.9833,Raj Bhawan
658,Palāsa,IN,25.01,overcast clouds,18.7667,84.4167,Balaji tifen & meals veg & non veg hotel
661,Udachny,RU,-3.6,overcast clouds,66.4167,112.4,Severnoye Siyaniye
662,Canary Islands,ES,19.66,scattered clouds,28.0,-15.5,Villa del Monte
663,Buala,SB,28.21,light rain,-8.145,159.5921,Maringe Lagoon Lodge
665,Guánica,PR,28.36,few clouds,17.9716,-66.908,Copamarina Beach Resort & Spa
666,Igarka,RU,0.18,overcast clouds,67.4667,86.5833,"Zapolyar'ye, Gostinitsa"
667,Hay River,CA,13.57,scattered clouds,60.8156,-115.7999,Ptarmigan Inn
668,Fortuna,US,20.66,clear sky,40.5982,-124.1573,Super 8 by Wyndham Fortuna
669,Kiama,AU,20.7,overcast clouds,-34.6833,150.8667,The Sebel Kiama Harbourside
670,Vila,PT,10.52,few clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
671,Zamora,EC,20.8,broken clouds,-4.0692,-78.9567,Cabañas Ecológicas Copalinga
672,Koumac,NC,24.47,few clouds,-20.5667,164.2833,Le Monitel
673,Santa Barbara,US,23.51,clear sky,34.7333,-120.0343,Upper Ballard Campground
674,Kudahuvadhoo,MV,27.83,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
675,Bongaree,AU,22.38,light rain,-27.0797,153.1586,The Gums Anchorage
676,Balkhash,KZ,12.15,scattered clouds,46.844,74.9804,Family
677,Pangnirtung,CA,1.45,overcast clouds,66.1451,-65.7125,Kilabuk Lodge
678,Kings Park,US,21.88,broken clouds,40.8862,-73.2573,Sue's Red Fox Inn
679,Zhoucheng,CN,15.49,light rain,35.9122,116.3117,Yingbin Restaurant
681,Marang,MY,25.06,light rain,5.2056,103.2059,DBarakah Homestay
682,Villamontes,BO,29.64,clear sky,-21.25,-63.5,Hotel Raldes
684,Athabasca,CA,17.46,overcast clouds,54.7169,-113.2854,Athabasca Lodge Motel
685,Thunder Bay,CA,23.88,clear sky,48.4001,-89.3168,Victoria Inn Hotel and Convention Centre
687,Rawson,AR,14.52,broken clouds,-43.3002,-65.1023,Hosteria Sampedro
688,Panalingaan,PH,26.79,scattered clouds,8.7842,117.4231,I Love Panalingaan View Deck
689,Ureki,GE,16.98,clear sky,41.9956,41.7786,Hotel Ritsa
690,Morondava,MG,24.13,broken clouds,-20.2833,44.2833,La Case Bambou
692,Chifeng,CN,13.03,scattered clouds,42.2683,118.9636,Junyu Tiancheng Hotel
693,Launceston,AU,13.97,scattered clouds,-41.45,147.1667,Hotel Grand Chancellor Launceston
694,Swan River,CA,27.03,clear sky,52.1058,-101.2676,Super 8 by Wyndham Swan River MB
695,Shizunai-furukawachō,JP,17.3,overcast clouds,42.3339,142.3669,Shizunai Eclipse Hotel
696,Chālūs,IR,21.05,scattered clouds,36.655,51.4204,نظام مهندسي ساختمان چالوس
697,Düzce,TR,14.52,broken clouds,40.8389,31.1639,Gösteri̇şli̇ Otel
698,Quryq,KZ,15.08,broken clouds,43.2,51.65,Gostinitsa Kuryk - Otel' Dlya Vsekh Kategoriy Kliyentov .
699,Buraidah,SA,24.69,clear sky,26.326,43.975,فندق راحة السلام
